pathway	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
PWY-841	3473.4371	5554.7008	4955.709	5049.8856	7148.1635	5367.593	6405.2754	5671.6382	6696.8161	4000.5729	7139.2774	3224.2737	5169.3839	5935.9222	4909.789	3909.9785	6540.6367	4378.8418	6235.8026	3253.8197	6662.449	7340.9223	7050.5441	6221.6649	5030.7022	6647.9475	6092.4284	4381.4973	6252.1909	1956.855	8146.8066	4397.0071	8539.4665	4263.8831	4326.2734	3102.5802	6932.7774	2157.2044	4692.8391	3876.789	5890.6237	6642.0148	10241.1313	2309.0557	9570.693	8516.3982	7618.1115	8824.0188
PWY-922	64.4637	1492.3321	3079.9132	1259.4025	2330.7221	1288.3095	2256.8004	976.1516	2161.5586	618.5706	3142.8805	1160.399	1063.8598	480.2933	1723.1025	1655.3502	3832.0856	1679.63	2620.7898	335.3846	2714.9368	47.8582	1452.5277	32.1661	1628.8822	3592.8747	3898.6965	5933.7837	4590.0909	3467.9985	3593.9537	4136.8476	4657.7019	6588.612	5958.561	2961.5124	4304.6348	7484.5479	4763.4132	6246.3738	5445.9383	2949.5649	1078.5427	1492.2373	1278.0933	3108.0385	1934.2828	5795.3645
PWY0-1061	575.1131	453.9069	5520.7026	578.6663	5371.3647	967.879	574.454	172.1101	305.7161	1355.4908	1341.6091	1216.8208	3416.8888	1183.5228	3571.4369	2445.4894	2780.2425	837.77	4453.6404	2430.8659	562.4708	459.296	235.1638	2047.6238	261.9109	920.6935	6766.1841	2885.3653	5554.744	4438.2838	49.3534	270.5232	17.3827	2882.8986	554.8684	5645.9792	803.0269	963.9712	122.4183	3087.0922	4015.3682	4996.058	323.5483	8186.6012	23.9737	8036.313	196.4152	3308.8207
PWY0-1241	170.9815	136.7681	38.2604	107.6153	22.1666	205.5225	64.7334	75.1309	77.5681	121.9616	82.4251	85.055	76.5934	455.5453	111.5822	65.7004	80.6358	51.0421	43.4847	349.0198	22.7205	81.6511	58.459	832.5658	0.0	60.4407	1.8765	27.8403	0.0	13.1892	0.0	5.7234	0.6345	8.8875	62.0296	8.8906	41.2768	225.0318	4.6141	336.1007	4.2686	8.3251	6.0362	56.3956	0.0	632.4083	6.8195	854.3408
PWY0-1261	1700.917	1131.5262	6842.9876	733.3591	10944.0958	1628.9606	9077.335	1604.3986	9434.7701	1004.8899	550.1322	824.6929	712.2137	2180.8097	1381.0375	607.7057	684.2877	677.6185	9180.3051	559.5053	6545.7259	934.8136	1269.7539	543.1694	6720.6072	2030.6157	9128.5525	2732.3668	9237.0477	296.0495	9248.0991	268.7439	979.654	2536.1034	635.3964	200.4436	641.6998	1897.7567	203.1657	3621.236	96.5663	190.7409	12988.7292	1254.137	205.5097	7074.2939	11312.3697	4234.2909
PWY0-1277	0.0	0.8678	0.0	2.569	0.0	5.5386	0.5956	1.633	0.0	4.2435	5.7318	0.8678	5.8363	0.0	3.0269	0.0	0.0	10.7874	0.0	3.7684	7.4603	13.6475	0.0	13.4198	0.0	54.0676	0.2354	31.0352	0.0	4.8256	0.0	1.7452	1.7493	0.0	74.9337	5.5462	44.188	204.406	4.2919	311.1515	0.0	6.7744	1.6527	21.9173	0.0	506.9404	0.2399	132.0244
PWY0-1296	6236.1868	6359.5691	3932.0431	5103.207	5644.6966	3983.5838	6253.7235	4977.9788	6500.7533	5960.3985	6878.5059	5617.7923	4861.6094	3668.1376	4341.0964	3731.6696	5135.6587	5239.4692	4745.935	4709.2589	6179.3374	4217.8367	7870.2384	3549.9381	5530.4054	5305.4143	3819.5106	2363.0209	4399.7919	1471.4347	8501.1138	3159.5049	9132.9767	2568.3182	3969.6862	1309.9786	6175.6771	1738.0745	4383.5038	1897.0907	3576.2472	4310.9653	12487.3211	1012.6385	11839.8366	5475.5686	9471.3261	6882.7773
PWY0-1297	4760.9343	5808.7436	5443.3827	5223.5452	6075.8058	3727.571	5980.5767	4328.3299	6260.3909	5154.1358	6475.4852	4511.3388	4890.5296	3128.0625	4787.4157	3870.1501	5430.1558	4715.5807	5495.6456	4618.541	6099.1016	3376.9216	6561.5963	3022.3982	5044.302	5599.6967	5592.4916	3733.0331	6194.4406	2194.3716	8252.2738	4197.1288	9033.3245	4013.0986	4938.3663	2472.1403	6516.2946	2648.7501	4969.7614	2820.7682	4639.755	5051.7666	11043.9734	1814.4706	7276.9888	5973.4779	8537.7954	6844.5047
PWY0-1298	5196.2552	5757.7949	4463.1062	5430.579	7015.8313	3737.3283	6225.5956	4205.7714	6590.2802	5201.5399	6027.4848	4544.007	4963.3657	3149.9867	4765.6794	3827.973	5031.2461	4765.3363	5837.2363	4666.5838	6095.4105	3426.2769	6130.4833	3027.5142	5092.2598	5400.6047	5208.8688	2383.2592	5853.2906	1599.4026	9628.6615	3107.9759	10670.9409	2820.4873	4632.3424	1293.0364	6505.9872	2116.4751	5099.2002	2343.5685	3940.7843	4180.6354	11638.8237	1071.3842	9190.6998	4668.6738	9020.8422	6431.3283
PWY0-1319	9705.494	9658.7592	10054.2578	9271.4238	10500.9818	8844.6664	9891.5775	7998.5091	10141.4537	8895.8711	9451.1867	10134.2491	9026.1664	7531.9102	8873.2762	8610.602	9488.8411	9537.3122	9796.4688	8779.0996	10194.0628	8889.3953	10002.0739	7892.7956	6478.791	8133.1577	10491.2167	9353.4071	10777.762	7419.1993	11405.1462	7143.5456	12549.3153	10049.9715	8589.4701	7825.1493	8558.7217	9719.9786	7625.3138	9055.6175	9657.6439	8686.5642	13078.1874	8971.9865	11702.0791	10553.47	11242.5333	10558.4288
PWY0-1338	146.3871	11.6089	0.0	34.7536	0.0	10.0913	23.2018	13.0684	3.7324	40.2767	50.7279	42.6803	8.4198	40.4527	4.1467	9.859	4.9525	16.377	0.0	76.6966	6.8676	73.502	2.4861	45.0405	0.0	52.5985	0.2413	16.0027	0.0	3.1049	0.0	1.0796	0.4	0.0	71.0149	5.4717	32.9469	163.6824	3.13	219.1454	0.0	4.994	1.7135	12.9251	0.0	221.7468	10.1461	145.5266
PWY0-1415	143.097	145.9466	148.8392	46.0413	65.3601	98.0967	87.4523	178.8831	110.4156	169.2451	159.4341	50.3737	35.4694	229.4554	58.1537	30.7028	43.1588	88.6045	85.4844	52.9922	54.1958	58.866	148.92	62.9432	41.6707	148.3518	108.8459	40.8768	0.0	16.0391	11.9877	9.8781	17.3757	59.6355	174.7401	12.0738	132.1662	274.6718	32.6636	512.8238	8.4952	17.3965	5.0984	110.9617	0.0	1769.8201	42.1072	612.7028
PWY0-1479	0.0	15.9325	581.9632	124.5702	221.3003	276.1279	71.6217	268.7189	97.7735	19.2363	81.4434	92.4611	98.3725	660.2046	20.3071	85.5017	70.399	144.5014	330.027	177.9764	33.2933	427.2053	179.1519	754.6212	41.6783	499.2573	424.4527	451.2709	0.0	213.0176	19.1684	113.2449	12.3309	236.6058	161.5319	114.5032	234.4144	459.1874	51.5104	2220.7502	59.2731	164.2919	19.8691	1154.831	0.0	2067.5133	0.3	1460.5114
PWY0-1533	51.0395	29.5009	23.7637	7.9275	14.1428	112.3266	33.066	28.2497	44.244	40.9814	19.2237	19.4959	82.3031	160.9204	164.8401	30.7559	64.6791	44.9932	35.8017	108.7557	46.6506	363.3516	860.6602	262.6641	0.0	73.6386	0.1777	33.5636	8.6675	14.8052	0.0	9.02	0.4923	14.0085	65.3533	18.8629	39.2186	177.0761	3.8523	276.2679	0.0	8.8505	1.2378	30.7488	6253.5385	232.7864	0.1777	718.3111
PWY0-1586	8228.6879	6910.7856	13221.6903	6558.8892	16509.0579	6367.7138	13616.273	4229.9917	13596.7558	6623.9426	8973.9344	8685.9719	7988.7915	4654.6574	7832.9194	7103.2486	9362.5542	8076.1224	13408.7177	6705.5495	10039.034	4968.4489	4726.1115	3862.0904	9832.8225	7899.6068	16703.3305	8831.7361	17050.8982	7584.2561	23089.3972	6413.8799	25381.8222	10466.2435	8624.668	7982.9282	8226.7544	9071.816	7561.7557	8972.4401	9813.2241	9050.6546	27780.7727	9398.2172	2885.0209	8730.3761	18586.9109	9550.434
PWY0-162	3288.3027	5476.2874	5056.2119	4999.7587	7728.0418	5482.4965	7073.4482	5589.371	7386.7513	3897.8043	7199.9074	4023.2003	5016.1111	6069.0471	4781.4829	3790.5216	6798.0931	4377.7315	6643.7269	4074.558	6981.7974	7519.5283	6708.5737	6409.4934	5331.0652	7025.5444	6612.8415	5364.7229	7154.4403	1910.1095	10179.3109	5104.5695	11041.2751	5262.7898	5747.0372	2974.7048	7399.6627	3471.8879	5757.1309	5802.3144	6690.2176	6811.0507	11939.4186	2022.9138	9221.6508	8792.6011	8541.6	9084.9841
PWY0-166	2813.7053	4475.8419	4725.7828	4070.123	6427.1178	4277.4083	5420.6378	4370.1093	5600.524	3084.8167	5874.8	2714.2647	4298.5618	4151.3864	4324.3969	3472.3605	5914.237	3699.6589	5744.6655	2761.1561	5780.8129	4991.4213	5754.8425	4734.1454	4226.3793	6233.4215	6016.2327	5070.286	6329.9576	2006.717	6349.757	4668.669	7105.7574	5081.1187	5587.7107	3021.2554	7172.3812	3518.2906	5786.1688	5274.3651	6357.9711	6235.4886	5529.7749	2138.7447	6653.4207	7311.9121	6095.5746	8019.3392
PWY0-321	0.0	0.3955	0.0	5.0611	0.0	3.8923	0.3462	0.7947	0.0	1.7741	0.3941	0.3979	0.7899	0.0	1.1439	0.0	0.0	5.0109	0.0	0.3974	3.3109	0.0	0.0	0.0	0.0	122.9661	0.1995	445.0105	0.0	5.3941	0.0	1.0507	0.768	0.0	4.2997	5.1464	4.7002	55.1945	2.4207	319.6708	0.0	3.9615	1.1448	43.6901	0.0	5022.7325	0.1986	869.0631
PWY0-41	72.1174	77.6197	0.0	28.3287	18.7969	28.7622	0.2969	41.6694	0.0	30.1001	61.9649	40.5913	27.0374	59.9385	1.3987	16.007	16.0374	46.5883	0.0	2.597	3.6649	74.1316	0.0	13.5713	13.1581	147.3064	0.2789	25.8393	0.0	5.4483	0.0	11.8607	0.4799	0.0	55.4851	6.6584	40.7093	156.8801	3.7543	268.4905	16.6574	4.1761	1.9188	37.133	0.0	250.2183	0.2991	41.9751
PWY0-42	0.0	0.3285	1.1162	1.3228	0.0	8.1525	0.2487	0.647	0.0	1.7479	2.4409	0.3224	2.0688	0.0	1.4272	1.9759	0.0	3.929	0.0	1.0802	4.9403	8.0522	0.0	6.9467	18.3541	64.2372	0.1667	177.9555	0.0	5.7879	0.0	1.4607	6.462	0.0	48.4935	4.4546	46.4279	159.4778	4.5844	339.4418	0.0	2.8467	1.1666	34.0869	0.0	1166.2332	0.247	804.9443
PWY0-781	2067.3019	2006.8041	5850.8789	2051.2608	7037.6057	2413.615	4988.9409	3419.8792	5171.7806	2910.2019	2847.5916	2695.1597	4777.173	2332.6297	4942.3228	3752.0871	3966.2412	2242.0519	6063.6346	3742.4705	4239.2096	2437.9834	4569.0051	2545.1333	3071.1945	1428.5511	6360.291	2656.8194	6032.0805	2001.2809	2232.8883	446.2337	934.4483	2620.9877	1240.6773	3634.2666	709.8632	1048.7292	121.2152	1544.539	2558.5195	4149.2584	5175.2529	4237.8683	5394.8726	6363.9407	6555.8992	5151.4671
PWY0-845	906.2225	1312.4188	563.5571	2138.8444	531.9004	3124.6077	1288.5242	2736.2709	1668.5764	1437.3041	912.0334	1253.5719	1686.0536	3689.6801	1903.3574	1045.3082	1333.0988	1563.1008	1091.4335	1066.5002	1675.5271	3719.3678	2457.663	2341.9596	44.0183	644.5936	2.4759	1207.5955	0.0	60.373	0.0	10.2137	5.0386	12.7932	119.3071	41.9899	107.7714	467.6207	22.917	1588.7652	6.4174	19.5365	11.5247	342.1227	0.0	5721.4437	0.3229	2569.5269
PWY0-862	234.0236	784.6394	131.8099	641.748	59.4652	977.6347	239.7512	572.8815	317.6689	272.6807	500.3954	512.1706	493.9905	724.5044	495.1333	601.4293	36.302	376.3651	204.8088	739.2143	646.4064	626.2454	452.4221	1035.9969	59.6884	387.2504	0.3	1405.7496	0.0	28.2198	0.0	31.3559	19.1801	23.8868	171.7017	31.7686	430.8585	514.3586	33.2684	749.2815	0.0	6.2952	2.0998	195.9775	0.0	8546.8616	3.7192	4300.5627
PWY1G-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4965	2.4978	0.0	0.0	0.0	0.0	4.9841	0.0	0.0	0.0	2.4662	0.0	65.9621	0.0	15.0	39.4756	0.0	0.0	0.0	0.0	3.7054	0.0	0.0	3.7425
PWY490-3	1260.768	794.1156	1786.9842	563.5185	4160.685	336.1929	3381.4154	696.3464	3366.3123	759.0904	756.092	744.6225	423.1679	516.3214	691.5193	337.4816	349.8797	707.0937	3193.8223	714.3831	2278.6583	482.0059	3374.1083	334.1779	2674.2454	296.4209	2985.0531	106.388	3302.7646	31.4669	1964.2047	67.5637	437.2764	490.1489	121.1436	55.0443	32.9519	140.2625	17.9835	1386.8219	82.0483	288.3365	3072.5741	219.734	3362.9495	85.8034	5116.084	594.8876
PWY4FS-7	8347.3586	8024.7012	10022.2836	7900.8739	10303.256	7721.5482	8760.3703	7083.7044	9040.7892	7918.2675	8576.4809	8734.6872	8553.2573	6745.9878	8685.9987	7732.152	9065.9333	8306.0265	9524.7508	7753.036	8796.6414	7640.398	9128.3797	6427.2624	5647.8566	7335.4481	10716.2666	8935.6577	10756.1201	7562.0986	10241.2163	6278.6855	11465.2836	9739.5353	8109.7742	7905.6168	8111.3117	9109.5112	7214.3875	8538.9826	9562.5923	8695.6666	11764.5083	6762.7989	11039.882	9626.3654	10132.8403	9365.1496
PWY4FS-8	8347.3586	8024.7012	10022.2836	7900.8739	10303.256	7721.5482	8760.3703	7083.7044	9040.7892	7918.2675	8576.4809	8734.6872	8553.2573	6745.9878	8685.9987	7732.152	9065.9333	8306.0265	9524.7508	7753.036	8796.6414	7640.398	9128.3797	6427.2624	5647.8566	7335.4481	10716.2666	8935.6577	10756.1201	7562.0986	10241.2163	6278.6855	11465.2836	9739.5353	8109.7742	7905.6168	8111.3117	9109.5112	7214.3875	8538.9826	9562.5923	8695.6666	11764.5083	6762.7989	11039.882	9626.3654	10132.8403	9365.1496
PWYG-321	280.8652	927.8847	159.2885	765.6836	72.0026	1161.1428	288.2371	685.2055	381.7507	327.463	597.018	612.0484	592.4653	865.4185	593.5325	717.1725	43.9618	451.3035	247.2378	879.5121	769.4852	751.3265	542.6742	1229.6946	70.6087	443.6669	0.3636	1619.2293	0.0	34.1518	0.0	23.3382	0.0	28.926	136.846	38.4395	110.8726	593.3237	11.314	862.4792	0.0	7.6291	2.5444	234.3753	0.0	9451.9265	4.4888	4818.1899
PYRIDNUCSAL-PWY	6771.7772	6219.3238	6503.4418	6180.5302	6191.2887	6195.9171	4544.29	5666.7417	4932.259	6233.9626	4968.2379	7012.9355	6806.7628	6142.8778	6601.141	5724.0372	5247.5714	6265.5325	5746.7334	6283.199	5258.3183	7250.8093	5602.295	5661.0102	887.5104	1527.0197	6428.6638	2502.6809	5239.9262	4113.537	107.1966	510.6844	46.6396	2671.0972	1061.3839	5601.9906	478.2437	904.5273	70.8242	1041.375	3704.0955	4655.7051	2164.8923	8669.7716	2087.102	5251.7164	4746.2404	3322.7716
PYRIDNUCSYN-PWY	6210.0535	5660.1964	3548.733	5455.0834	5131.8207	5544.9375	4993.2155	5306.1194	5366.7824	4276.0221	3518.6335	4875.452	4734.3082	5696.6624	4582.1332	4688.9825	2844.2604	4553.7914	4772.4965	5009.6937	5388.7328	6789.8175	5163.1381	6024.3467	2969.021	1772.8621	3202.4988	1378.2705	3444.9504	424.7622	6844.8871	1610.1567	7135.417	1029.4177	270.6443	1076.5867	169.986	618.4765	25.3741	1937.7826	598.1081	1522.1882	8908.8579	1018.8892	2374.8105	4291.9409	5404.1354	3031.583
PYRIDOXSYN-PWY	709.8123	1042.0608	402.4648	1735.2034	383.993	2666.1938	955.8377	2284.425	1225.0618	1127.995	676.4956	990.4532	1310.9736	3308.8702	1447.8654	836.5532	967.0898	1221.7964	800.0553	850.181	1297.0183	3176.7861	1880.4183	2034.368	34.4848	464.3032	1.9631	808.5738	0.0	46.1306	0.0	8.1209	2.4921	10.1066	76.5712	33.1335	63.2842	294.6726	12.5593	947.5491	5.0808	15.4591	8.9072	244.9873	0.0	4766.3617	0.2569	1682.2077
REDCITCYC	664.611	423.5734	2854.3362	369.4687	5856.5924	372.3051	4692.8469	120.9619	4787.932	391.895	251.3565	372.9834	395.676	236.4751	789.9593	201.048	96.8552	510.4878	4277.3101	1204.4801	2708.5469	1013.8819	2759.9641	954.2804	3684.786	532.1883	4404.8332	2182.362	4760.3645	12.2221	8678.391	13.3479	9047.1407	793.3022	652.5831	51.073	647.9888	531.0504	60.2805	691.4411	6.9895	45.1656	11580.2114	320.0837	10206.4274	8213.1958	6711.8785	3944.8257
RHAMCAT-PWY	1419.0288	1928.7526	714.1064	2576.156	698.9939	2923.6846	1359.8677	2488.1165	1806.2055	2083.1788	1318.4294	1248.8455	1900.9195	3688.2218	1871.6596	1080.6399	1238.3754	1458.5111	1202.2061	1416.5073	1965.1017	4192.5515	3138.2162	2305.1503	544.4212	602.5296	67.4346	520.3233	146.6041	151.1925	112.3603	451.9085	10.7352	423.3239	169.6712	301.5168	110.4066	200.4183	4.6278	318.2623	287.0287	409.9156	867.1786	199.8784	1315.3514	717.1401	625.2847	102.8905
RIBOSYN2-PWY	5907.7479	5789.5252	3564.2112	5908.4288	5423.9993	5549.2257	5566.5761	5242.7474	5989.5226	4827.6639	3677.3116	4979.9047	4640.132	5760.6526	4392.3375	4469.4325	3136.7871	4417.8691	5040.9753	4918.7061	5619.4604	6609.8595	6687.9778	6013.3766	3146.7076	1829.0434	3469.5014	2015.9296	3826.1204	598.3115	7075.7945	1968.7243	7373.4732	1326.9038	676.9073	1095.2934	750.2786	1010.6579	143.0851	2526.3462	824.1199	1237.5677	9192.0588	1127.0562	8733.1495	6690.738	6173.5784	3344.1541
RUMP-PWY	1202.6504	1089.9033	381.1653	687.0024	557.7588	808.9155	473.9589	938.9726	817.8411	967.6259	713.5315	1094.2069	480.759	804.9843	1269.8163	338.3641	626.9665	691.5563	283.0765	1026.7425	500.5405	995.2445	1531.0794	603.3884	194.0222	288.5818	16.4798	353.3686	214.885	38.8484	11.9843	234.2542	0.0	105.1119	504.8178	119.4656	503.6523	344.849	34.8571	112.4273	196.4497	669.8549	190.9982	289.3547	6331.8248	2421.0915	773.1343	620.1018
SALVADEHYPOX-PWY	2648.3548	3920.5325	1337.7472	4089.7543	2011.6686	1671.9657	1413.1108	2757.6489	1898.4266	4158.7101	2412.322	2912.1435	2706.511	1570.7072	2781.4894	1378.36	1689.1684	2030.6147	1840.583	3857.6611	3117.0984	2852.7284	4196.3682	3256.7334	218.0242	1026.1371	25.0783	746.17	186.2284	69.7623	0.0	614.5433	33.8916	649.315	777.327	127.9145	270.9729	756.5663	24.7741	1742.4883	191.1506	95.8828	2827.4115	682.2058	2810.8504	6386.2683	3252.6107	4954.0893
SER-GLYSYN-PWY	8362.8963	8322.9707	6720.8198	7523.5187	7413.7257	7056.152	7314.5579	7348.4248	7580.7169	7498.7116	7802.4486	8144.8733	7512.6548	6669.8734	6879.218	6539.2122	6691.8343	7527.5023	6832.5438	7533.5242	7537.8989	8418.5782	6944.5122	6644.0827	4876.4888	4726.5244	6402.9814	4008.5238	6396.427	3427.6777	7713.7294	3661.9206	7879.7411	3947.5592	2464.0504	4896.9529	2887.1763	1420.6931	2266.7269	2754.2377	4750.4018	5880.4438	10441.7472	7643.4515	6689.9794	9721.2428	8528.7912	8046.8161
SO4ASSIM-PWY	532.3694	575.7662	1357.0374	419.8986	2985.9627	542.7718	2637.2533	469.0264	2849.3822	350.6951	262.8697	377.947	203.6774	787.9744	513.9064	199.8127	247.1967	331.2549	2234.6281	778.5042	1503.921	843.1664	993.7415	1537.1635	2037.5629	220.8809	2138.2089	485.9977	2342.1649	27.4798	5668.667	26.3953	6046.6645	272.3352	130.372	26.7496	118.0085	343.6587	16.1793	1298.533	13.2489	21.3315	7826.7176	149.0591	5222.7988	5047.2886	3819.2393	2876.8506
SUCSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.1265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1842	0.0	0.0	0.0	0.0
SULFATE-CYS-PWY	1100.7635	1167.672	2341.7704	873.1298	4334.2389	1104.7252	3723.8535	968.4782	3984.8573	735.4033	557.5655	790.011	441.3625	1556.7361	1049.8729	430.268	523.0535	696.3254	3434.7088	1523.4502	2536.6121	1696.5473	1871.0518	2728.9394	2088.8486	453.7623	3209.4745	895.6017	3352.6496	60.2396	1622.4442	58.5676	43.9069	535.2833	247.397	59.3679	228.2335	532.9529	31.3672	1618.8594	29.5665	47.6331	1115.8889	312.6119	4731.418	6985.4388	3201.3866	3874.756
TCA	3053.7415	3464.2721	5381.238	4831.7757	7672.2432	5717.8085	6349.97	4842.2401	6657.2963	3649.4974	2920.5235	3995.8068	5411.841	6353.3379	5222.0663	4349.5405	3686.4378	4046.1388	6781.4826	4548.3754	5432.8325	7464.1289	4949.531	6289.1322	3882.2193	805.2006	6065.6199	2303.633	6016.4652	1508.8944	9124.9517	387.479	9339.7428	2081.7674	529.6371	3260.4158	531.4693	566.0804	51.828	1441.0827	1390.5172	2628.2444	12448.3287	2832.6709	8901.6353	8180.6691	7259.8865	3130.5242
TCA-GLYOX-BYPASS	162.3733	1.6495	2335.8205	10.7622	4841.0671	19.2387	3802.2406	1.7739	3918.8099	6.8315	21.5936	0.7199	10.5816	14.9764	14.013	3.9876	0.0	9.3456	3619.5881	3.1306	2209.3975	71.3839	44.5174	17.1125	2973.1808	256.8192	3759.7348	800.9378	3968.0739	24.2821	7581.0692	11.2961	7903.5264	634.0215	193.9073	35.5235	190.965	387.1036	19.2125	696.9774	5.9828	7.5455	10379.3679	134.099	80.38	5811.5309	5460.7612	2127.1791
TEICHOICACID-PWY	942.5542	1310.0213	2010.256	697.8836	2855.5167	841.2337	2692.8945	1885.8903	2805.4452	697.7896	919.7943	579.063	869.1905	1042.028	1727.5163	835.7506	2601.297	783.8704	2773.951	589.2834	2177.5174	1133.2867	2708.498	542.7932	1935.5616	2413.3542	3079.0667	2382.3886	3454.4118	956.0971	4147.9178	3013.0552	5019.5369	2465.9325	4665.4523	1153.251	2818.1202	1725.3028	3515.9572	2628.684	4164.4603	2346.4235	1547.3152	418.9622	8350.3785	1417.8891	2102.286	1136.2301
THISYN-PWY	4209.657	4833.2977	1622.5701	4873.8602	1863.254	5513.5157	3168.2038	5120.2934	3300.4226	3786.2294	2691.9185	4294.751	4134.5118	5827.769	3707.2935	4357.2178	2574.6981	4036.9228	2788.8244	4076.3421	4454.263	6435.1164	4556.8653	5751.1288	777.3351	1317.6619	299.1974	1259.7953	222.8366	403.2692	757.4168	1530.9805	14.6027	534.5996	171.1024	1072.9663	196.5976	496.4534	49.6692	1329.9522	384.317	941.8507	205.9567	887.7419	2842.9647	3502.4477	463.8725	2445.9935
THREOCAT-PWY	0.0	0.0	0.0	2.3626	0.0	5.3636	0.4275	0.0	0.0	3.8293	1.1466	0.8503	0.0	0.0	2.9926	0.0	0.0	10.6844	0.0	1.1574	5.875	9.7868	0.0	9.1431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THRESYN-PWY	8273.0929	7852.9244	7702.2788	7357.1031	9319.5274	7049.9239	7929.6294	7315.5853	8336.1983	7448.637	7312.1108	7519.812	8076.5696	7183.8926	7717.3507	6533.3041	6762.9232	7112.1886	8235.6132	7315.1876	7957.4089	8902.9461	9011.3241	7296.5858	5561.2254	5641.0986	8159.2172	3908.0406	7506.8648	3988.4178	8857.5332	3503.7378	9104.884	3939.0679	3310.7656	5725.5922	6061.4495	1594.3681	4050.911	3019.0315	5633.0981	6920.3872	12698.2008	8400.6544	11371.8587	8286.3631	9398.6288	8401.452
TRNA-CHARGING-PWY	8261.7415	8221.5683	9379.9557	8078.069	10033.7965	7936.7355	8502.3654	7351.7069	8735.453	7694.8784	7976.1763	8594.3225	8146.8778	7128.9027	8260.7289	7688.4579	8287.0059	8207.3353	9287.5678	7638.0016	8771.9488	8422.8566	8502.1135	7203.8315	5545.9751	6096.6186	10127.3356	7632.1119	10161.4649	6858.3212	4073.5362	5568.6957	695.8194	8213.0646	4893.9135	7480.9534	4295.5108	4587.9167	4221.6318	5777.1248	8362.4626	8018.1168	7165.6895	7274.2748	8157.375	7900.4156	9113.9762	7857.5209
TRPSYN-PWY	5887.0199	5038.2398	4420.1958	5436.5027	5845.7062	5434.788	6031.563	5476.0797	6314.7268	5674.5592	4302.2991	5893.5154	5433.7759	5824.3638	4786.9852	4085.3756	3734.6224	5155.6197	5179.4263	5461.1978	5364.6166	6736.2613	5896.0413	5697.7954	3041.0216	1591.3728	3779.4741	1485.7932	3925.3213	718.8296	6682.5145	1375.2324	6751.7497	1214.0218	759.686	1351.5188	606.3548	636.5631	68.2225	1654.6694	791.4132	1594.155	10066.6386	1591.7221	8359.7163	7387.8103	7473.4455	3531.4681
TYRFUMCAT-PWY	37.6227	0.0	8.1565	3.7683	0.0	8.1228	10.5726	0.0	21.3473	1.6013	2.9837	0.0	0.0	1.1345	0.0	2.3067	0.0	0.0	3.6927	0.0	11.4247	4.8374	0.0	3.6911	18.354	61.9055	0.0	265.583	0.0	6.6308	0.0	3.7534	5.2023	9.1307	1.9268	3.6928	3.7973	55.0839	0.0	58.265	0.0	0.0	0.0	45.1005	0.0	3817.1993	0.0	1500.7885
UBISYN-PWY	286.5241	341.2416	47.1557	321.1597	5.9632	216.6297	92.5923	63.3121	126.5781	154.5622	97.3183	47.8624	66.6471	73.8083	363.5096	123.7316	55.6271	190.1068	31.6634	24.7347	86.4969	314.1204	94.5553	85.3451	33.3566	172.1613	0.2335	345.1646	0.0	13.9486	0.0	5.9441	7.1429	7.4693	73.8002	13.4315	58.1379	265.5113	6.4524	523.3502	0.0	5.1164	1.6553	127.9121	0.0	3826.6072	28.9769	1882.8322
UDPNAGSYN-PWY	5761.1912	5223.2718	8533.7846	4953.7477	8773.8417	4823.6444	6820.3769	4258.3003	6883.448	5120.4374	6636.2606	6108.0071	5977.8789	3447.2934	6352.9627	5665.3573	7135.0218	6045.8523	7989.4321	4997.5251	6817.9742	4248.0648	6930.5588	3571.3006	4957.7976	6476.3152	9608.438	7850.1535	9465.7283	6834.7784	8721.9172	5684.5936	9776.5976	8738.1388	7314.0967	7405.2416	7392.486	8271.9303	6516.841	7734.2797	8546.5743	7581.7789	10302.8223	8618.8044	10268.4286	8003.3603	8226.9399	8223.0964
